INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Marinello School of Beauty-Northampton,Northampton,MA,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9328,103.5599224,0.631840796,NULL,NULL,NULL,NULL
American Academy of Acupuncture and Oriental Medicine,Roseville,MN,4,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,4,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed
Ave Maria University,Ave Maria,FL,3,2,42,540,530,530,23,23,22,NULL,1070,0,904,0.5332,0.0564,0.146,0.0177,0.0044,0,0,0.031,0.2113,0.0155,NULL,18079,0.3209,0.698,NULL,NULL,NULL,0.5624,0.0342,24421.5,271.1287141,0.726950355,0.608269124,NULL,NULL,0.576923072
Blue Sky School of Professional Massage and Therapeutic Bodywork,Grafton,WI,1,2,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,39,0.9744,0,0,0,0,0,0,0,0.0256,0,NULL,24942,0.5637,NULL,NULL,NULL,NULL,0.7892,0.5385,9004,99.9628582,0.761538462,NULL,0.648672973,NULL,0.333333343
Buchanan Beauty College,Shelbyville,TN,1,3,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21,0.5238,0.2857,0.1429,0.0476,0,0,0,0,0,0,NULL,6916,0.7143,NULL,0.6667,NULL,NULL,0.6429,0.5238,5218,57.9304969,0.461538462,NULL,0.857153061,NULL,PrivacySuppressed
CALC Institute of Technology,Alton,IL,1,3,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,201,0.5075,0.4677,0.01,0,0,0,0.01,0,0.005,0.9453,NULL,NULL,0.6382,NULL,NULL,NULL,0.8085,0.4647,0.5721,8702.5,96.61559013,0.443820225,NULL,NULL,NULL,0.256410271
Cambridge Junior College-Yuba City,Yuba City,CA,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,167,0.4551,0.0299,0.3952,0.0539,0.024,0.012,0.024,0,0.006,0,NULL,21496,0.6515,NULL,0.8667,NULL,NULL,0.5436,0.3772,9500,105.469475,0.533807829,NULL,0.773778571,NULL,PrivacySuppressed
Cambridge Institute of Allied Health & Technology,Altamonte Springs,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,185,0.3405,0.3027,0.2432,0.027,0,0,0.0757,0,0.0108,0,NULL,22530,0.6262,NULL,0.8082,NULL,NULL,0.6262,0.4216,9500,105.469475,0.381147541,NULL,0.774640669,NULL,0.285714298
Career Care Institute,Lancaster,CA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,615,0.2407,0.1691,0.4943,0.0569,0.0033,0.0146,0.0049,0,0.0163,0,NULL,18639,0.9684,NULL,0.8106,NULL,NULL,0.9684,0.4992,13495,149.8221648,0.492903226,NULL,0.753969287,NULL,0.540000021
ATA Career Education,Spring Hill,FL,1,3,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,228,0.5439,0.1009,0.1579,0.0044,0,0,0.0044,0,0.1886,0,NULL,18158,0.8051,NULL,1,NULL,NULL,0.9744,0.5614,17139,190.278035,0.432525952,NULL,0.705843697,NULL,0.503546119
Career Quest Learning Centers-Lansing,Lansing,MI,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,422,0.6896,0.1825,0.0687,0.0213,0.0071,0.0024,0.0237,0,0.0047,0,NULL,NULL,0.6199,NULL,NULL,NULL,0.7143,0.5597,0.6682,9500,105.469475,0.256637168,NULL,NULL,NULL,0.406451613
Central State Massage Academy,Oklahoma City,OK,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,36,0.8056,0.0833,0.0556,0,0,0,0.0556,0,0,0.2222,NULL,22109,0.7857,NULL,0.75,NULL,NULL,0.6607,0.5556,7500,83.265375,0.598425197,NULL,PrivacySuppressed,NULL,0.269230783
Community Christian College,Redlands,CA,2,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,60,0.2833,0.1833,0.4667,0.0167,0.0167,0,0.0167,0.0167,0,0.3,NULL,13118,0.7455,NULL,0.4667,NULL,1,0.4909,0.35,PrivacySuppressed,PrivacySuppressed,0.358490566,NULL,0.104480597,NULL,PrivacySuppressed
Crossett School of Cosmetology,Crossett,AR,1,3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,27,0.7037,0.1852,0.0741,0,0,0,0.037,0,0,0,NULL,8306,0.871,NULL,0.7,NULL,NULL,0.871,0.037,PrivacySuppressed,PrivacySuppressed,0.486486486,NULL,0.76924359,NULL,PrivacySuppressed
Culpeper Cosmetology Training Center,Culpeper,VA,1,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,33,0.5455,0.303,0.1212,0,0,0,0.0303,0,0,0.2121,9362,NULL,0.9032,NULL,0.6364,NULL,1,0.8387,0.2424,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.769264103,NULL,PrivacySuppressed
Day Spa Career College,Ocean Springs,MS,1,3,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,44,0.5909,0.1818,0,0.2273,0,0,0,0,0,0,NULL,8273,0.4722,NULL,1,NULL,NULL,0.4722,0.5227,6014,66.7677287,0.451612903,NULL,0.816475229,NULL,PrivacySuppressed
Eastern School of Acupuncture and Traditional Medicine,Montclair,NJ,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,64,0.6094,0.0313,0.0938,0.2656,0,0,0,0,0,0.0156,NULL,NULL,0.0959,NULL,NULL,NULL,NULL,0.4795,0.9844,31793,352.9674757,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed
Ecclesia College,Springdale,AR,3,2,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,175,0.6286,0.0743,0.0686,0.0171,0.0286,0.0057,0.0343,0.1086,0.0343,0.1886,NULL,17801,0.5,0.4722,NULL,0.6154,NULL,0.506,0.236,PrivacySuppressed,PrivacySuppressed,0.53125,0.250007692,NULL,NULL,PrivacySuppressed
Employment Solutions-College for Technical Education,Lexington,KY,1,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,176,0.3182,0.6591,0.0114,0,0,0,0,0,0.0114,0,NULL,14013,0.6748,NULL,0.6275,NULL,NULL,0.7453,0.6534,11548,128.2064734,0.123809524,NULL,0.347233333,NULL,PrivacySuppressed
European Massage Therapy School-Skokie,Skokie,IL,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,67,0.5373,0.1045,0.1642,0.1642,0,0,0,0.0299,0,0,NULL,7828,0.5068,NULL,NULL,NULL,NULL,0.6712,0.8358,4878,54.1557999,0.784688995,NULL,NULL,NULL,0.361111104
Evergreen Beauty and Barber College-Everett,Everett,WA,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,128,0.7578,0.0469,0.0703,0.0469,0.0156,0.0156,0.0391,0,0.0078,0,NULL,12915,0.4561,NULL,0.8667,NULL,NULL,0.4561,0.4219,6182,68.6328731,0.584070796,NULL,0.7872,NULL,PrivacySuppressed
Paul Mitchell the School-Great Lakes,Port Huron,MI,1,3,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,87,0.8851,0.069,0.0115,0,0,0.0345,0,0,0,0.3103,NULL,13860,0.4559,NULL,0.7619,NULL,0.7778,0.5956,0.2644,9833,109.1664577,0.337748344,NULL,0.646251701,NULL,0.152941182
Healthcare Training Institute,Union,NJ,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,68,0.25,0.3088,0.3529,0.0588,0,0,0,0,0.0294,0.5,NULL,NULL,0.655,NULL,0.7692,NULL,0.7857,0.6842,0.4559,8789,97.57591745,0.635359116,NULL,0.79998,NULL,0.529729724
John D Rockefeller IV Career Center,New Cumberland,WV,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,0.6667,0.3333,0,0,0,0,0,0,0,0,9573,NULL,0.75,NULL,1,NULL,NULL,0.85,0.6667,PrivacySuppressed,PrivacySuppressed,0.53125,NULL,0.955542222,NULL,PrivacySuppressed
Los Angeles Music Academy,Pasadena,CA,2,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,148,0.3176,0.0405,0.1554,0.027,0.0068,0.0135,0.0068,0.277,0.1554,0.0405,NULL,31147,0.2101,NULL,0.7097,NULL,NULL,0.3043,0.2297,PrivacySuppressed,PrivacySuppressed,0.604651163,NULL,0.395825,NULL,PrivacySuppressed
Maple Springs Baptist Bible College and Seminary,Capitol Heights,MD,3,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,76,0,0.9605,0.0395,0,0,0,0,0,0,0.9474,NULL,14125,0.2027,1,NULL,0,NULL,0,1,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed
MCI Institute of Technology,West Palm Beach,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,148,0.0473,0.4662,0.4662,0.0135,0,0.0068,0,0,0,0,NULL,20014,0.9314,NULL,0.2846,NULL,NULL,0.8783,0.5068,6417,71.24185485,0.136890951,NULL,0.618260465,NULL,0.160377353
Pacific Coast Trade School,Oxnard,CA,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,401,0.1596,0.1197,0.5885,0.1247,0,0,0.0025,0,0.005,0.3317,NULL,11244,0.6188,NULL,0.4808,NULL,0.8333,0.3812,0.6758,5500,61.061275,0.426160338,NULL,0.630110502,NULL,PrivacySuppressed
Centura Institute,Orlando,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,45,0.1333,0.6,0.2,0.0444,0,0,0.0222,0,0,0.5556,NULL,23921,0.5648,NULL,0.4737,NULL,0.5385,0.6296,0.7556,9500,105.469475,0.37716263,NULL,0.557661538,NULL,0.333333343
Precision Manufacturing Institute,Meadville,PA,1,2,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,38,1,0,0,0,0,0,0,0,0,0,NULL,16887,0.3103,NULL,1,NULL,NULL,0.6724,0.5526,6340,70.386997,0.764705882,NULL,0.878790909,NULL,PrivacySuppressed
Professional Massage Training Center,Springfield,MO,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,57,0.9123,0.0351,0.0351,0,0,0,0.0175,0,0,0,NULL,32009,0.2897,NULL,1,NULL,NULL,0.331,0.6491,9500,105.469475,0.616666667,NULL,0.801359589,NULL,0.322580636
Regency School of Hair Design,Prestonsburg,KY,1,3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17,0.9412,0.0588,0,0,0,0,0,0,0,0.2353,NULL,6381,0.9714,NULL,0.875,NULL,0.6667,0.4571,0.4706,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.758058065,NULL,PrivacySuppressed
Rosslyn Training Academy of Cosmetology,Aguada,PR,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,31,0,0,1,0,0,0,0,0,0,0,NULL,7932,1,NULL,0.8462,NULL,NULL,0,0.5806,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,PrivacySuppressed
SAE Institute of Technology-Nashville,Nashville,TN,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,92,0.6413,0.2609,0.0435,0.0109,0,0,0.0217,0,0.0217,0,NULL,29517,0.5632,NULL,0.75,NULL,0.625,0.8391,0.3696,9500,105.469475,0.698564593,NULL,0.753494792,PrivacySuppressed,0.478873253
eClips School of Cosmetology and Barbering,Cape Girardeau,MO,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,114,0.193,0.7807,0.0263,0,0,0,0,0,0,0,NULL,20751,0.7464,NULL,0.7447,NULL,NULL,0.9187,0.3772,9500,105.469475,0.282828283,NULL,0.763866667,NULL,PrivacySuppressed
Shear Academy,Crossville,TN,1,3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26,1,0,0,0,0,0,0,0,0,0,NULL,9163,0.8545,NULL,0.8108,NULL,NULL,0.8182,0.3462,PrivacySuppressed,PrivacySuppressed,NULL,NULL,0.79998,NULL,PrivacySuppressed
Southern Technical College,Orlando,FL,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1502,0.3189,0.3549,0.2557,0.004,0.004,0.0007,0.0027,0,0.0593,0,NULL,13205,0.8093,NULL,0.7434,NULL,NULL,0.663,0.731,19702,218.7325891,0.255813953,NULL,0.750434142,NULL,PrivacySuppressed
Stanbridge College,Irvine,CA,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,963,0.2731,0.0426,0.2908,0.2295,0.0062,0.055,0,0,0.1028,0,NULL,21249,0.6829,NULL,NULL,1,NULL,0.9261,0.6854,18250,202.6124125,0.731903485,0.761927679,NULL,NULL,PrivacySuppressed
Styletrends Barber and Hairstyling Academy,Rock Hill,SC,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17,0.1176,0.8824,0,0,0,0,0,0,0,0.6471,NULL,7545,0.9552,NULL,0.8333,NULL,0.9,0.8955,0.3529,8230,91.3698715,0.072727273,NULL,0.888877778,NULL,PrivacySuppressed
Universal Career School,Sweetwater,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,133,0,0,1,0,0,0,0,0,0,0.3083,NULL,17832,0.6646,NULL,1,NULL,1,0.6646,0.7368,6025,66.88985125,0.666666667,NULL,0.86519913,NULL,0.136904761
Universal College of Healing Arts,Omaha,NE,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,27,0.8148,0.037,0.037,0.0741,0,0,0,0.037,0,0,NULL,22813,0.3704,NULL,1,NULL,NULL,0.6296,0.7857,PrivacySuppressed,PrivacySuppressed,0.724137931,NULL,0.914262857,NULL,PrivacySuppressed
Uta Mesivta of Kiryas Joel,Monroe,NY,3,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1561,0.9955,0,0.0045,0,0,0,0,0,0,0,NULL,10289,0.9093,0.9471,NULL,NULL,NULL,0,0.0102,NULL,NULL,NULL,0.60112886,NULL,NULL,0.229402259
Harrisburg University of Science and Technology,Harrisburg,PA,3,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,278,0.4712,0.3309,0.0396,0.0576,0,0,0.0612,0.0036,0.036,0.0252,NULL,22359,0.554,0.6316,NULL,1,NULL,0.7944,0.045,PrivacySuppressed,PrivacySuppressed,0.54368932,0.30004,NULL,NULL,PrivacySuppressed
The Art Institute of Ohio-Cincinnati,Cincinnati,OH,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,834,0.6295,0.2506,0.042,0.0048,0.0072,0.0048,0,0,0.0612,0.307,NULL,27025,0.6637,0.5278,NULL,0.5814,NULL,0.8394,0.283,27666.5,307.1548663,0.558731904,0.311231633,NULL,34900,0.521193743
Stevens-Henager College-Logan,Logan,UT,2,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,140,0.7714,0.0143,0.1071,0.0071,0.0714,0.0214,0,0,0.0071,0,NULL,22372,0.7939,1,NULL,NULL,NULL,0.7818,0.5786,26336.5,292.3891398,0.314078675,0.318400897,NULL,31700,0.478683621
University of Phoenix-Des Moines Campus,Des Moines,IA,0,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,46,0.4565,0.087,0.0435,0.0217,0,0,0,0.0435,0.3478,0,NULL,19021,0.6957,0.6,NULL,NULL,NULL,0.7826,0.8261,35500,394.122775,0.406534043,0.115396154,NULL,53400,0.705231071
University of Phoenix-San Antonio Campus,San Antonio,TX,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,816,0.152,0.1348,0.299,0.0086,0.0037,0.0061,0.0245,0.0086,0.3627,0,NULL,20228,0.4617,0.4444,NULL,NULL,NULL,0.4682,0.9314,35500,394.122775,0.406534043,0.164357534,NULL,53400,0.705231071
University of Phoenix-Austin Campus,Austin,TX,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,704,0.1776,0.2401,0.1591,0.0043,0.0028,0.0071,0.0213,0.0085,0.3793,0,NULL,19745,0.5522,0.4359,NULL,NULL,NULL,0.5174,0.8793,35500,394.122775,0.406534043,0.107843137,NULL,53400,0.705231071
University of Phoenix-Richmond-Virginia Beach Campus,Glen Allen,VA,3,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,640,0.1531,0.3781,0.05,0.0016,0.0078,0.0031,0.0313,0.0016,0.3734,0,NULL,18165,0.5754,0.3143,NULL,NULL,NULL,0.5266,0.9063,35500,394.122775,0.406534043,0.0294,NULL,53400,0.705231071
University of Phoenix-Raleigh Campus,Raleigh,NC,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,148,0.1486,0.4797,0.0608,0,0.0135,0,0.0068,0,0.2905,0,NULL,18923,0.5721,0.2778,NULL,NULL,NULL,0.5572,0.9324,35500,394.122775,0.406534043,0.1228,NULL,53400,0.705231071
Blue Ridge Community and Technical College,Martinsburg,WV,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2240,0.7848,0.1237,0.0442,0.0085,0.0027,0.0009,0.0326,0,0.0027,0.4741,9189,NULL,0.3509,NULL,0.5699,NULL,0.4667,0.358,0.7408,18240,202.501392,0.458715596,NULL,0.280056014,NULL,0.635687709
International Academy of Design and Technology-Henderson,Henderson,NV,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,447,0.2908,0.2013,0.1186,0.0671,0.0089,0.0268,0.0336,0,0.2528,0.2304,NULL,15437,0.6984,0.4634,NULL,0.3,NULL,0.8891,0.4698,29375,326.1227188,0.388268499,0.257798438,NULL,27800,0.466301501
International Academy of Design and Technology-Seattle,Tukwila,WA,3,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,384,0.2786,0.0573,0.0182,0.0729,0.0156,0.0182,0.0208,0,0.5182,0.224,NULL,17374,0.597,0.5385,NULL,0.7143,NULL,0.8687,0.5495,29375,326.1227188,0.388268499,0.26898,NULL,27800,0.466301501
International Academy of Design and Technology-Nashville,Nashville,TN,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,117,0.4872,0.2906,0.0513,0.0256,0,0,0.0342,0,0.1111,0.3162,NULL,NULL,0.7415,NULL,NULL,NULL,NULL,0.898,0.5641,42103,467.4296112,0.366061163,0.364991971,NULL,25200,0.407689393
Le Cordon Bleu College of Culinary Arts-Miami,Miramar,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,721,0.1207,0.1748,0.2316,0.0055,0.0055,0,0,0,0.4619,0,NULL,16227,0.7004,NULL,0.7445,NULL,NULL,0.8009,0.7004,11640,129.227862,0.455161419,NULL,0.629690499,26000,0.470432937
Le Cordon Bleu College of Culinary Arts-Minneapolis,Mendota Heights,MN,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,572,0.465,0.0997,0.007,0.021,0.014,0.0017,0.0105,0,0.3811,0,NULL,16598,0.4839,NULL,0.7206,NULL,NULL,0.6624,0.4441,15042,166.9970361,0.530003352,NULL,0.629758478,28900,0.479654759
Anthem College-Portland,Beaverton,OR,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,232,0.5259,0.0431,0.2672,0.0603,0.0216,0.0129,0.0431,0,0.0259,0,NULL,22911,0.6852,NULL,0.7537,NULL,NULL,0.7803,0.4957,10813,120.0464667,0.610008271,NULL,0.754205387,21500,0.373641312
Career Technical College-Shreveport,Shreveport,LA,2,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,395,0.2582,0.6835,0.0127,0.0051,0,0,0.0304,0,0.0101,0.1924,NULL,18038,0.8761,NULL,0.6711,NULL,0.25,0.8555,0.5696,13700.5,152.103636,0.517475728,NULL,0.350724627,19200,0.317839205
ITT Technical Institute-Kansas City,Kansas City,MO,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,362,0.6464,0.2403,0.0387,0.0055,0.0028,0.0055,0.0249,0,0.0359,0.1713,NULL,23325,0.7489,NULL,NULL,NULL,NULL,0.8139,0.7403,25833.5,286.8048087,0.394119686,0.440442487,NULL,38400,0.591855824
ITT Technical Institute-Kennesaw,Kennesaw,GA,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,351,0.396,0.4302,0.0969,0.0142,0.0057,0,0.0313,0,0.0256,0.208,NULL,22574,0.7365,0,NULL,NULL,NULL,0.7931,0.7806,25833.5,286.8048087,0.394119686,0.262633333,NULL,38400,0.591855824
ITT Technical Institute-Owings Mills,Owings Mills,MD,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,616,0.2451,0.638,0.0373,0.0179,0.0032,0.0016,0.0195,0,0.0373,0.2987,NULL,23133,0.7017,NULL,NULL,NULL,NULL,0.8623,0.724,25833.5,286.8048087,0.394119686,0.343129412,NULL,38400,0.591855824
ITT Technical Institute-Warrensville Heights,Warrensville Heights,OH,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,458,0.1594,0.7424,0.0044,0,0.0087,0.0022,0.0175,0,0.0655,0.2489,NULL,22924,0.8354,NULL,NULL,NULL,NULL,0.9051,0.7948,25833.5,286.8048087,0.394119686,0.229342202,NULL,38400,0.591855824
Union Graduate College,Schenectady,NY,4,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed
Chambersburg Beauty School,Chambersburg,PA,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,64,0.7969,0.1719,0.0313,0,0,0,0,0,0,0.2031,NULL,14931,0.7344,NULL,0.6667,NULL,0.7778,0.5625,0.4063,10500,116.571525,0.28271028,NULL,0.516684167,PrivacySuppressed,0.25
Daytona College,Ormond Beach,FL,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,327,0.526,0.318,0.0642,0.0092,0,0.0061,0.0153,0,0.0612,0,NULL,17107,0.787,NULL,0.9032,NULL,NULL,0.8051,0.7859,8750.5,97.14848853,0.327868852,NULL,0.649741475,NULL,PrivacySuppressed
Delta Technical College,Horn Lake,MS,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,648,0.4059,0.5571,0.0201,0.0031,0.0015,0.0015,0.0062,0,0.0046,0.0262,NULL,20826,0.8814,NULL,0.9212,NULL,NULL,0.8958,0.4722,9500,105.469475,0.474501109,NULL,0.738284517,32700,0.421052635
United States University,Chula Vista,CA,3,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,81,0.0247,0.037,0.3457,0.0123,0,0.0247,0.0247,0.0247,0.5062,0.3457,NULL,16704,0.3503,NULL,NULL,NULL,NULL,0.4772,0.9326,22396,248.6415118,0.735294118,NULL,NULL,NULL,PrivacySuppressed
Westwood College-Arlington Ballston,Arlington,VA,3,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,371,0.0323,0.7466,0.035,0.0135,0,0,0.0647,0,0.1078,0.2884,NULL,26446,0.7878,0.4444,NULL,0.5,NULL,0.8088,0.6361,38913,432.0140717,0.310542797,0.390803448,NULL,34200,0.541284382
Kaplan College-Bakersfield,Bakersfield,CA,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,479,0.1106,0.0501,0.7808,0,0.0042,0,0,0,0.0543,0,NULL,22739,0.7026,NULL,0.8447,NULL,NULL,0.6054,0.2598,9495,105.4139648,0.301850424,NULL,0.717867262,26900,0.361976355
Kaplan College-Fresno,Clovis,CA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,312,0.1795,0.0513,0.7115,0.0385,0.0032,0.0064,0,0,0.0096,0,NULL,23863,0.4439,NULL,0.8659,NULL,NULL,0.3548,0.3141,9500,105.469475,0.378650904,NULL,0.749793551,20700,0.376325101
Empire Beauty School-Avondale,Avondale,AZ,1,3,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,249,0.2811,0.0884,0.5141,0.008,0.0161,0.008,0.004,0,0.0803,0.261,NULL,11998,0.7476,NULL,0.6757,NULL,0.6765,0.7005,0.3855,11096,123.1883468,0.364471669,NULL,0.565218972,18100,0.285714298
Empire Beauty School-North Tucson,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,0.1667,0,0.5,0,0.1667,0,0,0,0.1667,0.3333,NULL,11349,0.6429,NULL,0.8,NULL,1,0.5,0.5,9046.5,100.4346953,0.386120996,NULL,0.564780556,16400,0.322147638
Empire Beauty School-Littleton,Littleton,CO,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,92,0.6522,0.0435,0.2283,0.0109,0.0109,0,0.0326,0,0.0217,0.2174,NULL,12952,0.5852,NULL,0.8889,NULL,0.5714,0.6148,0.4348,9522,105.7137201,0.473684211,NULL,0.481488889,19300,0.363636374
Empire Beauty School-Aurora,Aurora,CO,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,136,0.3309,0.375,0.1544,0.0368,0.0147,0.0074,0.0662,0,0.0147,0.2426,NULL,13025,0.7677,NULL,0.6829,NULL,0.75,0.697,0.4559,9522,105.7137201,0.473684211,NULL,0.368447368,19300,0.363636374
